업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적(건물내_외부),업태명,담당부서
일반음식점,1982-03-03,한일정,,서울특별시 동작구 노량진동 44-21 중앙    5호,149.49,한식,보건행정과
일반음식점,1982-04-20,미주,,서울특별시 동작구 사당동 548-6 ,31.3,한식,보건행정과
일반음식점,1983-04-13,전주한방오리,"서울특별시 동작구 사당로 252 (사당동,321-114)",서울특별시 동작구 사당동 318-77 321-114 ,83,한식,보건행정과
일반음식점,1985-05-29,수산회관,"서울특별시 동작구 노들로 674, 지상2층 21호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,370.22,일식,보건행정과
일반음식점,1985-05-21,금학횟집,"서울특별시 동작구 노들로 674, 2층 9호 (노량진동)",서울특별시 동작구 노량진동 13-6 2층 9호,139.74,횟집,보건행정과
일반음식점,1989-06-19,한강호프,,서울특별시 동작구 흑석동 33-91 ,24.3,정종/대포집/소주방,보건행정과
일반음식점,2008-02-11,이고시다,,서울특별시 동작구 신대방동 358-10 ,90.23,한식,보건행정과
일반음식점,1993-07-20,흥부네,"서울특별시 동작구 등용로 124 (대방동,외 3필지)",서울특별시 동작구 대방동 23 외 3필지 ,67.37,한식,보건행정과
일반음식점,1994-04-14,송현,,서울특별시 동작구 노량진동 62-19 ,70-16,-27,72-3,-16,-34 ,25.2,한식,보건행정과
일반음식점,1994-08-05,홍두깨,,서울특별시 동작구 신대방동 565-26 ,16.38,분식,보건행정과
일반음식점,1994-01-27,황금어장,"서울특별시 동작구 노들로 674, 지상2층 6호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,139.74,횟집,보건행정과
일반음식점,1994-02-03,진남회집,"서울특별시 동작구 노들로 674, 지상2층 13호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,139.8,일식,보건행정과
일반음식점,1994-03-16,미자식당,"서울특별시 동작구 노들로 674, 지상2층 8호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,209.62,한식,보건행정과
일반음식점,1994-02-17,컵히커피,서울특별시 동작구 흑석로13나길 4 (흑석동),서울특별시 동작구 흑석동 164-5 ,15.84,경양식,보건행정과
일반음식점,1997-03-31,맷돌이야기,,서울특별시 동작구 사당동 147-73 ,69.45,한식,보건행정과
일반음식점,1998-10-28,환타지,서울특별시 동작구 여의대방로24길 120 (신대방동),서울특별시 동작구 신대방동 355-20 ,18.2,경양식,보건행정과
일반음식점,1998-05-12,희래등,"서울특별시 동작구 등용로 123 (대방동,외 3필지)",서울특별시 동작구 대방동 39-2 외 3필지 ,709.29,중국식,보건행정과
일반음식점,1999-01-07,청춘식당,"서울특별시 동작구 서달로13길 11-13 (흑석동,,34)",서울특별시 동작구 흑석동 102-33 ,34 ,42.33,분식,보건행정과
일반음식점,1999-04-01,장터식당,"서울특별시 동작구 노들로 674, 지상2층 19호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,139.74,한식,보건행정과
일반음식점,2000-06-09,남도밥상,,서울특별시 동작구 사당동 1030-5 ,90.25,한식,보건행정과
일반음식점,2000-08-31,청해진,"서울특별시 동작구 노들로 674, 지상2층 20호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,181.82,일식,보건행정과
일반음식점,2000-11-10,숯가마,,서울특별시 동작구 상도동 104-2 ,52.29,정종/대포집/소주방,보건행정과
일반음식점,2002-05-18,포차천국 이수역점,"서울특별시 동작구 동작대로27나길 21 (사당동,두원상가 103,104,105호)",서울특별시 동작구 사당동 138 두원상가 103,104,105호 ,97.02,한식,보건행정과
일반음식점,2003-01-13,다미,"서울특별시 동작구 동작대로1길 9-1 (사당동,외1필지)",서울특별시 동작구 사당동 1043-9 외1필지 ,64.4,정종/대포집/소주방,보건행정과
일반음식점,2003-10-15,구이천국,"서울특별시 동작구 노들로 674, 노량진수산물도매시장 구 수산시장동 (노량진동)",서울특별시 동작구 노량진동 13-6 노량진 구 수산시장 ,20.1,한식,보건행정과
일반음식점,2003-11-07,쇼신,"서울특별시 동작구 만양로16길 9 (노량진동,외 1필지  102호)",서울특별시 동작구 노량진동 119-153 외 1필지  102호 ,38.52,호프/통닭,보건행정과
일반음식점,2003-11-12,중앙식당,"서울특별시 동작구 노들로 674, 지상2층 회식당12호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,119.35,한식,보건행정과
일반음식점,2004-01-15,투다리,서울특별시 동작구 상도로 152 (상도동),서울특별시 동작구 상도동 188-4 31 ,29.58,호프/통닭,보건행정과
일반음식점,2004-04-23,신촌찌개집(신대방삼거리점),"서울특별시 동작구 보라매로 94 (신대방동,외2필지)",서울특별시 동작구 신대방동 345-7 외2필지 ,53.48,한식,보건행정과
일반음식점,2005-02-28,봉추중대,"서울특별시 동작구 흑석로 88 (흑석동,외1필지 202호)",서울특별시 동작구 흑석동 223-18 외1필지 202호 ,87.1,호프/통닭,보건행정과
일반음식점,2005-11-01,쌍둥이일품양평해장국,"서울특별시 동작구 노들로 674, 2층 3호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,139.74,한식,보건행정과
일반음식점,2006-02-14,진부령황태촌,"서울특별시 동작구 동작대로27길 6 (사당동,외1필지)",서울특별시 동작구 사당동 133-17 외1필지 ,124.2,한식,보건행정과
일반음식점,2006-03-13,이레식당,"서울특별시 동작구 성대로31길 71 (상도동,외 1필지)",서울특별시 동작구 상도동 197-10 외 1필지 ,44.19,분식,보건행정과
일반음식점,2006-09-22,역전할머니맥주(이수점),"서울특별시 동작구 동작대로27다길 26 (사당동,외4필지 이수프라자1층104호)",서울특별시 동작구 사당동 138-3 외4필지 이수프라자1층104호 ,130.5,호프/통닭,보건행정과
일반음식점,2006-09-28,어사출또이수역점,"서울특별시 동작구 동작대로27나길 21 (사당동,두원상가 106,107,108,109호)",서울특별시 동작구 사당동 138 두원상가 106,107,108,109호 ,142.75,통닭(치킨),보건행정과
일반음식점,2006-11-07,채홍,서울특별시 동작구 강남초등길 24 (상도1동),서울특별시 동작구 상도동 578 ,247.07,중국식,보건행정과
일반음식점,2008-04-24,후다닥 숯불 닭갈비,"서울특별시 동작구 국사봉1길 18 (상도동,외 12필지 1002-1, 1003호)",서울특별시 동작구 상도동 323-4 외 12필지 1002-1, 1003호 ,28.47,호프/통닭,보건행정과
일반음식점,2009-03-24,할미가,"서울특별시 동작구 사당로 220 (사당동,외1필지 (지하1층))",서울특별시 동작구 사당동 265-10 외1필지 (지하1층) ,84.76,한식,보건행정과
일반음식점,2009-08-27,어사출또사당역점,서울특별시 동작구 남부순환로269길 21 (사당동),서울특별시 동작구 사당동 1046-33 ,93.55,통닭(치킨),보건행정과
일반음식점,2009-11-04,영광족발,"서울특별시 동작구 서달로12길 13 (흑석동,외 7필지  4호)",서울특별시 동작구 흑석동 97-6 외 7필지  4호 ,21.2,한식,보건행정과
일반음식점,2010-06-01,행복한손칼국수,,서울특별시 동작구 본동 165-5 211-3, 211-4 ,29.32,한식,보건행정과
일반음식점,2010-12-28,롯데리아중앙대점,"서울특별시 동작구 흑석로 110-1 (흑석동,외 1필지 1층)",서울특별시 동작구 흑석동 182-7 외 1필지 1층 ,147.44,패스트푸드,보건행정과
일반음식점,2010-01-11,둥지호프,"서울특별시 동작구 여의대방로24길 137 (대방동,외 1필지( 지하1층))",서울특별시 동작구 대방동 407-38 외 1필지( 지하1층) ,77.26,호프/통닭,보건행정과
일반음식점,2011-01-13,와라와라,"서울특별시 동작구 만양로 96 (노량진동,외 1필지(2층))",서울특별시 동작구 노량진동 119-152 외 1필지(2층) ,316.4,호프/통닭,보건행정과
일반음식점,2011-05-19,주식회사 또순이회양념,"서울특별시 동작구 노들로 674, 지상2층 11호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,139.74,한식,보건행정과
일반음식점,2011-06-02,육쌈냉면,"서울특별시 동작구 동작대로27다길 2 (사당동,외 1필지 1층)",서울특별시 동작구 사당동 139-19 외 1필지 1층 ,46,한식,보건행정과
일반음식점,2011-06-23,라임아이스드(Lime iced),"서울특별시 동작구 사당로 188 (사당동,외 3필지(지상1층))",서울특별시 동작구 사당동 223-1 외 3필지(지상1층) ,75.77,기타,보건행정과
일반음식점,2011-08-05,지호분식,,서울특별시 동작구 상도동 175 외 2필지 (1층) ,13.2,분식,보건행정과
일반음식점,2011-11-18,아마스빈중앙대점,서울특별시 동작구 흑석로 88 (흑석동),서울특별시 동작구 흑석동 223-18 외 1필지 102호 ,33,까페,보건행정과
일반음식점,2012-05-16,설빙 노량진점,"서울특별시 동작구 노량진로 144 (노량진동, 외 2필지, 2층)",서울특별시 동작구 노량진동 59-29 외 2필지, 2층 ,202,까페,보건행정과
일반음식점,2012-09-18,카페구스토,"서울특별시 동작구 흑석한강로 27 (흑석동, 푸르지오상가 109동 B306호)",서울특별시 동작구 흑석동 67-1 푸르지오상가 109동 B306호 ,48.98,기타,보건행정과
일반음식점,2012-09-24,호치킨하우스,"서울특별시 동작구 사당로13길 31 (사당동, 두산위브상가 B1층 13-2, 13-3호)",서울특별시 동작구 사당동 1131 두산위브상가 B1층 13-2, 13-3호 ,51.92,통닭(치킨),보건행정과
일반음식점,2013-06-28,릴리펏흑석점,"서울특별시 동작구 흑석한강로 27 (흑석동, 흑석한강푸르지오 상가 A동 지하1층 102호,103호)",서울특별시 동작구 흑석동 336 흑석한강푸르지오 상가 A동 지하1층 102호,103호 ,159.64,키즈카페,보건행정과
일반음식점,2014-02-05,명성,서울특별시 동작구 상도로24길 35 (상도동),서울특별시 동작구 상도동 24-35 ,84.36,일식,보건행정과
일반음식점,2014-04-24,MOON 나이트 1000냥 호프,"서울특별시 동작구 흑석로15나길 3, 1층 (흑석동)",서울특별시 동작구 흑석동 159-10 ,90,호프/통닭,보건행정과
일반음식점,2014-06-09,릴리펏 사당점,서울특별시 동작구 사당로 234 (사당동),서울특별시 동작구 사당동 266-4 ,291.38,키즈카페,보건행정과
일반음식점,2015-12-21,뻐꾸기,"서울특별시 동작구 만양로 79, 지하1층 (노량진동)",,62.7,경양식,보건행정과
일반음식점,2016-03-09,용궁회집,"서울특별시 동작구 노들로 674, 지상2층 17호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,69.88,횟집,보건행정과
일반음식점,2016-03-28,청하식당,"서울특별시 동작구 노들로 674, 지상2층 1호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,139.74,한식,보건행정과
일반음식점,2016-03-30,강변식당,"서울특별시 동작구 노들로 674, 지상2층 5호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,69.88,한식,보건행정과
일반음식점,2016-03-30,유달식당,"서울특별시 동작구 노들로 674, 지상2층 4호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,69.88,한식,보건행정과
일반음식점,2016-03-31,부산일번지,"서울특별시 동작구 노들로 674, 지상2층 14호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,258.08,한식,보건행정과
일반음식점,2016-04-11,서울식당,"서울특별시 동작구 노들로 674, 지상2층 7호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,209.62,횟집,보건행정과
일반음식점,2016-04-11,황제식당,"서울특별시 동작구 노들로 674, 지상2층 10호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,135,한식,보건행정과
일반음식점,2016-04-11,노량진 전라도회양념,"서울특별시 동작구 노들로 674, 지상2층 16호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,135,한식,보건행정과
일반음식점,2016-04-12,바다회센터,"서울특별시 동작구 노들로 674, 지상2층 15호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,139.74,한식,보건행정과
일반음식점,2016-04-12,거부식당 the chef,"서울특별시 동작구 노들로 674, 지상2층 18호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,69.88,한식,보건행정과
일반음식점,2016-04-12,우주매점,"서울특별시 동작구 노들로 674, 지상1층 매점7호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,11.4,한식,보건행정과
일반음식점,2016-04-12,해운대,"서울특별시 동작구 노들로 674, 지상2층 2호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,139.74,한식,보건행정과
일반음식점,2017-03-15,삼정집,"서울특별시 동작구 노들로 674, 2층 5호 (노량진동, 노량진수산물도매시장 )",서울특별시 동작구 노량진동 13-6 ,79.34,횟집,보건행정과
일반음식점,2017-03-15,충남식당,"서울특별시 동작구 노들로 674, 2층 4호 (노량진동, 노량진수산물도매시장)",서울특별시 동작구 노량진동 13-6 ,79.34,기타,보건행정과
일반음식점,2017-06-19,주식회사 진주식당,"서울특별시 동작구 노들로 674, 5층 2호 (노량진동, 노량진수산시장)",서울특별시 동작구 노량진동 13-6 ,426.45,횟집,보건행정과
일반음식점,2017-07-04,하늘채,"서울특별시 동작구 노들로 674, 5층 1호 (노량진동, 노량진수산시장)",서울특별시 동작구 노량진동 13-6 ,747.92,기타,보건행정과
일반음식점,2017-08-31,우오가시 노량진점,"서울특별시 동작구 노들로 674, 2층 (노량진동, 노량진수산시장)",서울특별시 동작구 노량진동 13-6 ,396,일식,보건행정과
일반음식점,2017-12-11,점핑박사,"서울특별시 동작구 상도로 233, 2층 (상도동)",서울특별시 동작구 상도동 23-46 농협 ,64,키즈카페,보건행정과
일반음식점,2018-07-13,카페마인드어스(cafe mindus),"서울특별시 동작구 사당로23길 112, 지하1층 B107호 (사당동, 래미안 로이파크)",서울특별시 동작구 사당동 167-19 래미안 로이파크 B107호,69.61,기타,보건행정과
일반음식점,2018-09-13,도깨비방망이,"서울특별시 동작구 여의대방로36길 29, 대림아파트(분산상가동) 지하1층 (대방동)",서울특별시 동작구 대방동 501 대림아파트(분산상가동) ,6.6,키즈카페,보건행정과
일반음식점,2018-10-16,분식이 이래도 되는가 사당점,"서울특별시 동작구 사당로23길 112, B103호 (사당동, 래미안 로이파크)",서울특별시 동작구 사당동 167-19 래미안 로이파크 ,42.7,분식,보건행정과
일반음식점,2018-10-30,충남집,"서울특별시 동작구 노들로 674, 노량진수산물도매시장 2층 1,2,3호 (노량진동)",서울특별시 동작구 노량진동 13-6 노량진수산물도매시장 ,238.01,한식,보건행정과
일반음식점,2018-11-30,오듀몽듀(Oh dieu Mon dieu),"서울특별시 동작구 현충로 52, 아크로리버하임 상가1동 7호 (흑석동)",서울특별시 동작구 흑석동 158-1 ,30.85,기타,보건행정과
일반음식점,2019-01-02,느릅나무,"서울특별시 동작구 서달로 123, 롯데캐슬 에듀포레 상가동 104호 (흑석동)",서울특별시 동작구 흑석동 232-55 ,57.52,기타,보건행정과
일반음식점,2019-01-25,60계치킨 서울이수점,"서울특별시 동작구 사당로23길 112, 후면상가동 B108호 (사당동, 래미안 로이파크)",서울특별시 동작구 사당동 167-19 래미안 로이파크 ,69.61,호프/통닭,보건행정과
일반음식점,2019-07-01,브라운필원(Brownpill One),"서울특별시 동작구 현충로 52, 1층 7-1,18호 (흑석동)",서울특별시 동작구 흑석동 158-1 ,40.96,기타,보건행정과
일반음식점,2019-07-16,포동포동놀이터,"서울특별시 동작구 성대로 180, 2층 (상도동)",서울특별시 동작구 상도동 202-237 ,18,키즈카페,보건행정과
일반음식점,2019-09-04,오군분식,"서울특별시 동작구 노들로 674, 2층 매점11호 (노량진동)",서울특별시 동작구 노량진동 13-6 노량진수산물도매시장 ,6.86,분식,보건행정과
일반음식점,2020-02-27,아리수씨푸드,"서울특별시 동작구 노들로 674, 노량진수산물도매시장 2층 건어물판매장24호 (노량진동)",서울특별시 동작구 노량진동 13-6 노량진수산물도매시장 ,44.8,기타,보건행정과
일반음식점,2020-06-17,서울의 달,"서울특별시 동작구 노들로 674, 노량진수산물도매시장 5층 (노량진동)",서울특별시 동작구 노량진동 13-6 노량진수산물도매시장 ,159.27,라이브카페,보건행정과
일반음식점,2021-01-06,지희매점,"서울특별시 동작구 노들로 674, 노량진수산물도매시장 지하1층 매점3호 (노량진동)",서울특별시 동작구 노량진동 13-6 노량진수산물도매시장 ,15.77,한식,보건행정과
일반음식점,2021-10-08,오케이(O.K),"서울특별시 동작구 사당로30길 150, 지하1층 (사당동)",서울특별시 동작구 사당동 1041-31 ,287.5,라이브카페,보건행정과
휴게음식점,1991-08-24,롯데씨브이에스711(주) 대방점,서울특별시 동작구 상도로 69 (대방동),서울특별시 동작구 대방동 393-65 ,21.85,편의점,보건행정과
휴게음식점,1993-07-30,신보라매회관,서울특별시 동작구 보라매로5길 28 (신대방동),서울특별시 동작구 신대방동 395 ,20.01,일반조리판매,보건행정과
휴게음식점,1993-11-12,방배김밥,"서울특별시 동작구 동작대로27길 59-16, 동성빌딩 1층 (사당동)",서울특별시 동작구 사당동 127-27 동성빌딩 ,33,백화점,보건행정과
휴게음식점,1994-08-30,도코하우스,,서울특별시 동작구 대방동 356-1 ,15.39,일반조리판매,보건행정과
휴게음식점,1994-02-01,이레김밥,서울특별시 동작구 상도로63길 15 (상도동),서울특별시 동작구 상도동 503 ,6.96,일반조리판매,보건행정과
휴게음식점,1994-02-14,옛날짜장우동,서울특별시 동작구 신대방길 116 (신대방동),서울특별시 동작구 신대방동 588-6 ,25.6,일반조리판매,보건행정과
휴게음식점,1995-09-29,기계우동,서울특별시 동작구 여의대방로24길 140 (신대방동),서울특별시 동작구 신대방동 347-31 ,36.08,일반조리판매,보건행정과
휴게음식점,1996-03-26,소망분식,서울특별시 동작구 대방동23길 32 (대방동),서울특별시 동작구 대방동 386-22 ,18,일반조리판매,보건행정과
휴게음식점,1999-06-08,서울대학교병원  보라매휴게실,,서울특별시 동작구 신대방동 395-80 ,67.42,기타 휴게음식점,보건행정과
휴게음식점,1999-11-18,바이더웨이,서울특별시 동작구 여의대방로22길 136 (신대방동),서울특별시 동작구 신대방동 349-3 ,4,편의점,보건행정과
휴게음식점,2000-10-16,이삭토스트 총신대점,서울특별시 동작구 사당로14길 6 (사당동),서울특별시 동작구 사당동 267-27 ,12.22,일반조리판매,보건행정과
휴게음식점,2001-02-14,세븐일레븐(보라매점),"서울특별시 동작구 보라매로5가길 16 (신대방동,아카데미타워 1층)",서울특별시 동작구 신대방동 395-69 아카데미타워 1층 ,2.43,편의점,보건행정과
휴게음식점,2001-03-30,해태분식,,서울특별시 동작구 사당동 105 ,13,일반조리판매,보건행정과
휴게음식점,2002-05-24,김밥클릭,,서울특별시 동작구 신대방동 341-29 ,13.2,기타 휴게음식점,보건행정과
휴게음식점,2003-01-09,세븐일레븐(상도점),,서울특별시 동작구 상도1동 51 ,6.81,편의점,보건행정과
휴게음식점,2003-03-04,마데컵닭,서울특별시 동작구 흑석로 85 (흑석동),서울특별시 동작구 흑석동 190-34 ,22.09,일반조리판매,보건행정과
휴게음식점,2003-03-05,세븐일레븐(사당6호점),서울특별시 동작구 사당로2차길 2 (사당동),서울특별시 동작구 사당동 202-28 ,6,편의점,보건행정과
휴게음식점,2003-03-05,롯데씨브이에스711 노량진점,서울특별시 동작구 노량진로 196 (노량진동),서울특별시 동작구 노량진동 143-2 ,9.05,편의점,보건행정과
휴게음식점,2003-05-14,미니스톱사당점,서울특별시 동작구 동작대로7길 12 (사당동),서울특별시 동작구 사당동 1030-10 ,5.96,편의점,보건행정과
휴게음식점,2004-02-21,이삭,"서울특별시 동작구 사당로 6-1 (상도동, 1층)",서울특별시 동작구 상도동 501-2 1층 ,24.18,일반조리판매,보건행정과
휴게음식점,2004-12-02,성대불가마,서울특별시 동작구 국사봉1길 38 (상도동),서울특별시 동작구 상도동 322-22 ,49.9,일반조리판매,보건행정과
휴게음식점,2005-11-17,세븐일레븐(노량진5호점),서울특별시 동작구 만양로12길 16 (노량진동),서울특별시 동작구 노량진동 222-35 ,6.6,일반조리판매,보건행정과
휴게음식점,2006-02-21,소문난떡볶이,,서울특별시 동작구 상도동 36-1 대림아파트상가(지상1층) ,35.84,기타 휴게음식점,보건행정과
휴게음식점,2006-10-12,피자스쿨장승배기,"서울특별시 동작구 상도로 152, 신아빌딩 1층 (상도동)",서울특별시 동작구 상도동 188-4 신아빌딩 ,33.4,일반조리판매,보건행정과
휴게음식점,2006-11-30,공일이이(0122),서울특별시 동작구 노량진로 162 (노량진동),서울특별시 동작구 노량진동 114-5 ,18.04,일반조리판매,보건행정과
휴게음식점,2007-06-01,지지고(GGGO),서울특별시 동작구 사당로 20 (상도동),서울특별시 동작구 상도동 505-6 ,13.65,일반조리판매,보건행정과
휴게음식점,2007-12-18,세븐일레븐 사당중앙점,서울특별시 동작구 동작대로3길 10 (사당동),서울특별시 동작구 사당동 1031-24 ,6.6,일반조리판매,보건행정과
휴게음식점,2008-03-03,롯데씨브이에스711 이수태평점,서울특별시 동작구 사당로 301-1 (사당동),서울특별시 동작구 사당동 147-78 ,5,편의점,보건행정과
휴게음식점,2008-05-20,미니스톱장승배기역점,서울특별시 동작구 장승배기로 71 (상도동),서울특별시 동작구 상도동 180-2 ,6,편의점,보건행정과
휴게음식점,2008-09-30,피자스쿨,서울특별시 동작구 상도로 357 (상도동),서울특별시 동작구 상도동 488 ,53.92,일반조리판매,보건행정과
휴게음식점,2008-10-17,김밥천국 노량진점,"서울특별시 동작구 만양로 72, 1층 (노량진동)",서울특별시 동작구 노량진동 223-20 ,21.78,일반조리판매,보건행정과
휴게음식점,2009-03-03,맛있는집 소풍,서울특별시 동작구 상도로 102 (상도동),서울특별시 동작구 상도동 324-1 ,58.4,일반조리판매,보건행정과
휴게음식점,2009-06-10,미니스톱 사당남사점,서울특별시 동작구 동작대로19길 16 (사당동),서울특별시 동작구 사당동 1006-31 ,3.3,일반조리판매,보건행정과
휴게음식점,2009-07-31,시장피자,"서울특별시 동작구 상도로22길 30, 1층 (상도동)",서울특별시 동작구 상도동 194-4 ,16.5,일반조리판매,보건행정과
휴게음식점,2009-08-14,세븐일레븐리버파크점,"서울특별시 동작구 만양로3길 20 (노량진동,신동아리버파크상가 1층)",서울특별시 동작구 노량진동 325-4 신동아리버파크상가 1층 ,6,편의점,보건행정과
휴게음식점,2009-08-28,경주빵 토방식품(주),서울특별시 동작구 동작대로29길 57 (사당동),서울특별시 동작구 사당동 127-49 ,21.19,일반조리판매,보건행정과
휴게음식점,2010-01-12,지에스25에스(GS25S) 신대방삼거리역점,,서울특별시 동작구 대방동 393 신대방삼거리역점 ,6.6,편의점,보건행정과
휴게음식점,2010-01-18,GS25 S 상도역점,,서울특별시 동작구 상도동 752-2 ,9.7,기타 휴게음식점,보건행정과
휴게음식점,2010-04-29,씨유 숭실대점,"서울특별시 동작구 사당로 42 (상도동,지하1층)",서울특별시 동작구 상도동 508-4 지하1층 ,3.3,편의점,보건행정과
휴게음식점,2010-05-10,수제도넛차칸분식,서울특별시 동작구 상도로22나길 31 (상도동),서울특별시 동작구 상도동 193-77 ,16.5,일반조리판매,보건행정과
휴게음식점,2010-09-03,미가매점,"서울특별시 동작구 보라매로5길 23 (신대방동,삼성옴니타워 지하1층 118호)",서울특별시 동작구 신대방동 395-62 삼성옴니타워 지하1층 118호 ,16.64,일반조리판매,보건행정과
휴게음식점,2010-09-29,아벨리아푸드Ⅱ 보라매병원점,"서울특별시 동작구 보라매로5길 20 (신대방동,서울특별시 보라매병원 본관1층)",서울특별시 동작구 신대방동 425 서울특별시 보라매병원 본관1층 ,33.37,일반조리판매,보건행정과
휴게음식점,2010-09-29,아벨리아푸드Ⅰ 보라매병원점,"서울특별시 동작구 보라매로5길 20 (신대방동,서울특별시 보라매병원 본관1층)",서울특별시 동작구 신대방동 425 서울특별시 보라매병원 본관1층 ,61.6,일반조리판매,보건행정과
휴게음식점,2010-10-06,만나 꼬기 반찬,"서울특별시 동작구 사당로16길 87 (사당동,(1층))",서울특별시 동작구 사당동 306-15 (1층) ,15.04,일반조리판매,보건행정과
휴게음식점,2010-11-10,책읽는고양이,"서울특별시 동작구 서달로10길 7 (흑석동,외 1필지 (2층))",서울특별시 동작구 흑석동 95-21 외 1필지 (2층) ,58.2,커피숍,보건행정과
휴게음식점,2010-11-22,이디야 커피 노량진 CTS점,"서울특별시 동작구 노량진로 110 (노량진동,외 15필지 1층 102호)",서울특별시 동작구 노량진동 41-5 외 15필지 1층 102호 ,41.25,커피숍,보건행정과
휴게음식점,2011-01-05,GS25 사당남사점,"서울특별시 동작구 동작대로17길 10 (사당동,1층)",서울특별시 동작구 사당동 1005-54 1층 ,3.3,편의점,보건행정과
휴게음식점,2011-03-10,Inyx(아이닉스),"서울특별시 동작구 동작대로27길 6 (사당동,(2층))",서울특별시 동작구 사당동 133-18 (2층) ,13,일반조리판매,보건행정과
휴게음식점,2011-03-18,함초美,,서울특별시 동작구 대방동 501 대림쇼핑상가동 1-21,24호 ,16.5,커피숍,보건행정과
휴게음식점,2011-04-01,즐거운커피,"서울특별시 동작구 장승배기로 112 (노량진동,(1층))",서울특별시 동작구 노량진동 230-21 (1층) ,16.5,일반조리판매,보건행정과
휴게음식점,2011-04-06,씨유 상도국사봉길점,"서울특별시 동작구 국사봉길 90 (상도동,(1층))",서울특별시 동작구 상도동 299-1 (1층) ,7,편의점,보건행정과
휴게음식점,2011-04-06,장성사우나스낵,"서울특별시 동작구 장승배기로 113 (노량진동,외 2 필지 지하2층(장성사우나내))",서울특별시 동작구 노량진동 312-6 외 2 필지 지하2층(장성사우나내) ,10,일반조리판매,보건행정과
휴게음식점,2011-05-30,타피오카(Tapioca),"서울특별시 동작구 동작대로 지하 3 (사당동,지하철4호선 복합상가2호)",서울특별시 동작구 사당동 1112 지하철4호선 복합상가2호 ,14,철도역구내,보건행정과
휴게음식점,2011-06-29,포베이 중앙대학교,,서울특별시 동작구 흑석동 221 중앙대학교 약학대학 R & D센터 지하1층 ,126.75,일반조리판매,보건행정과
휴게음식점,2011-09-21,양문카페,"서울특별시 동작구 시흥대로 646, 1층 4호 (신대방동)",서울특별시 동작구 신대방동 607-28 외 1필지 4호 ,51.98,커피숍,보건행정과
휴게음식점,2011-10-07,파리바게뜨(보라매타운점),"서울특별시 동작구 보라매로5가길 7 (신대방동,외 1필지 캐릭터그린빌 1층 102호,103호)",서울특별시 동작구 신대방동 395-73 외 1필지 캐릭터그린빌 1층 102호,103호 ,78.6,기타 휴게음식점,보건행정과
휴게음식점,2011-11-18,한젓가락하시겠소,,서울특별시 동작구 상도동 320-21 외 3필지 ,24.75,기타 휴게음식점,보건행정과
휴게음식점,2011-11-30,리틀제이콥스,,서울특별시 동작구 흑석동 45-2 흑석한강센트레빌 1층 111호 ,46.13,커피숍,보건행정과
휴게음식점,2011-12-27,맥도날드 이수점,"서울특별시 동작구 사당로 300 (사당동, 118,119,120,121,122 호)",서울특별시 동작구 사당동 147-29 118,119,120,121,122 호 ,213.33,패스트푸드,보건행정과
휴게음식점,2012-02-01,씨유 흑석명수대점,서울특별시 동작구 현충로 114-1 (흑석동),서울특별시 동작구 흑석동 43-94 ,6.6,편의점,보건행정과
휴게음식점,2012-03-06,씨유 상도대로점,서울특별시 동작구 상도로 292-1 (상도1동),서울특별시 동작구 상도1동 800-1 ,6.6,편의점,보건행정과
휴게음식점,2012-04-03,아이닉스PC방,"서울특별시 동작구 동작대로29나길 15 (사당동, 지하1층)",서울특별시 동작구 사당동 91-129 지하1층 ,10,일반조리판매,보건행정과
휴게음식점,2012-05-21,팔도쌀특산품,"서울특별시 동작구 사당로 지하 310 (사당동, 7호선 이수역 지하3층)",서울특별시 동작구 사당동 144-4 7호선 이수역 지하3층 ,19.8,일반조리판매,보건행정과
휴게음식점,2012-07-12,경성모밀,"서울특별시 동작구 동작대로29가길 6 (사당동, 1층)",서울특별시 동작구 사당동 88-18 1층 ,29.64,일반조리판매,보건행정과
휴게음식점,2012-08-16,베네버거,,서울특별시 동작구 상도동 365-1 1층 ,9.4,일반조리판매,보건행정과
휴게음식점,2012-09-06,피자헤븐 사당방배점,"서울특별시 동작구 사당로23길 26 (사당동, 1층)",서울특별시 동작구 사당동 160-52 1층 ,60.6,일반조리판매,보건행정과
