업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적(건물내_외부),업태명,담당부서
휴게음식점,2012-10-16,씨유신대방덕우점,"서울특별시 동작구 여의대방로24길 66 (신대방동, 1층)",서울특별시 동작구 신대방동 361-37 1층 ,9.9,일반조리판매,보건행정과
휴게음식점,2012-11-01,씨유 동작행운점,"서울특별시 동작구 사당로 154, 1층 (사당동)",서울특별시 동작구 사당동 203-11 ,2.16,일반조리판매,보건행정과
휴게음식점,2012-11-29,울엄마떡볶이,"서울특별시 동작구 국사봉1길 4 (상도동, 1층)",서울특별시 동작구 상도동 328-10 1층 ,22,일반조리판매,보건행정과
휴게음식점,2013-05-31,사임당갤러리&카페,"서울특별시 동작구 동작대로39가길 89 (동작동, 1층)",서울특별시 동작구 동작동 61-44 1층 ,113.44,커피숍,보건행정과
휴게음식점,2014-02-17,슈니퐁당 와플&크레페,서울특별시 동작구 사당로 28 (상도동),서울특별시 동작구 상도동 505-1 ,18,일반조리판매,보건행정과
휴게음식점,2014-04-18,세븐일레븐(동작상도점),"서울특별시 동작구 상도로 206, 1층 (상도동)",서울특별시 동작구 상도동 170-10 ,2,편의점,보건행정과
휴게음식점,2014-04-23,씨유 사당갯마을점,서울특별시 동작구 동작대로43길 1 (동작동),서울특별시 동작구 동작동 102-31 ,3.3,편의점,보건행정과
휴게음식점,2014-04-25,씨유 사당보라점,서울특별시 동작구 동작대로29가길 20 (사당동),서울특별시 동작구 사당동 89-10 ,3.3,편의점,보건행정과
휴게음식점,2014-05-02,씨유 상도성대로점,"서울특별시 동작구 성대로10길 5, 1층 101호 (상도동, 아네트빌)",서울특별시 동작구 상도동 261-11 ,2,편의점,보건행정과
휴게음식점,2014-08-05,CU(씨유) 숭실대 원룸점,"서울특별시 동작구 상도로60길 15, 1층 (상도동)",서울특별시 동작구 상도동 497-12 ,3.3,편의점,보건행정과
휴게음식점,2014-08-06,(주) 비지에프리테일 상도약수점,"서울특별시 동작구 양녕로28길 4, 1층 (상도동)",서울특별시 동작구 상도동 211-225 ,3.3,편의점,보건행정과
휴게음식점,2014-08-07,GS25 상도골드점,서울특별시 동작구 양녕로26길 52 (상도동),서울특별시 동작구 상도동 215-11 ,3.3,편의점,보건행정과
휴게음식점,2014-08-20,GS25 동작우체국,서울특별시 동작구 여의대방로22길 78 (신대방동),서울특별시 동작구 신대방동 361-55 ,9.9,편의점,보건행정과
휴게음식점,2015-02-03,봉구스밥버거 중앙대후문점,서울특별시 동작구 흑석로 8 (상도1동),서울특별시 동작구 상도1동 645-2 ,31.35,일반조리판매,보건행정과
휴게음식점,2015-02-13,모녀옛날떡복이,서울특별시 동작구 사당로14길 13 (사당동),서울특별시 동작구 사당동 268-34 1층 ,34.8,일반조리판매,보건행정과
휴게음식점,2015-02-25,씨유사당태양점,"서울특별시 동작구 동작대로35길 25, 1층 (사당동)",서울특별시 동작구 사당동 71-2 ,62,편의점,보건행정과
휴게음식점,2015-04-10,GS사당이화점,"서울특별시 동작구 동작대로35길 18, 1층 (사당동)",서울특별시 동작구 사당동 39-18 ,5.13,편의점,보건행정과
휴게음식점,2015-06-02,키즈팡팡,"서울특별시 동작구 장승배기로 18, 지상2층 (상도동)",서울특별시 동작구 상도동 201-159 ,92.4,키즈카페,보건행정과
휴게음식점,2015-06-25,씨유 동작신동아점,"서울특별시 동작구 장승배기로16길 27, 1층 (노량진동)",서울특별시 동작구 노량진동 309-46 ,5,편의점,보건행정과
휴게음식점,2015-08-05,국수나무 이수역점,"서울특별시 동작구 사당로 300, 지상1층 (사당동)",서울특별시 동작구 사당동 147-29 ,40.25,일반조리판매,보건행정과
휴게음식점,2015-08-06,세븐PC방,"서울특별시 동작구 상도로 169, 지하1층 (상도동)",서울특별시 동작구 상도동 366-5 ,9.9,일반조리판매,보건행정과
휴게음식점,2015-09-03,세븐일레븐 숭실대정문점,서울특별시 동작구 상도로 372-4 (상도동),서울특별시 동작구 상도동 489-14 ,51.73,일반조리판매,보건행정과
휴게음식점,2015-09-08,커피도씨(℃),"서울특별시 동작구 동작대로 89, 골든시네마 제7 층 제707호 (사당동)",서울특별시 동작구 사당동 147-53 ,30.8,일반조리판매,보건행정과
휴게음식점,2015-10-07,선김밥,"서울특별시 동작구 상도로 168, 지상1층 (상도동)",서울특별시 동작구 상도동 364-23 ,23,일반조리판매,보건행정과
휴게음식점,2015-10-13,영도분식,"서울특별시 동작구 장승배기로10길 26, 지상1층 (상도동)",서울특별시 동작구 상도동 176-1 ,19,일반조리판매,보건행정과
휴게음식점,2015-11-11,꼭지떡볶이,"서울특별시 동작구 성대로2길 1, 지상1층 (상도동)",서울특별시 동작구 상도동 316-2 ,16.5,일반조리판매,보건행정과
휴게음식점,2015-11-26,지에스(GS)25보라매타워점,"서울특별시 동작구 보라매로5길 51, 지상1층 103호 (신대방동)",서울특별시 동작구 신대방동 395-67 ,3.3,편의점,보건행정과
휴게음식점,2015-12-18,세븐일레븐,서울특별시 동작구 사당로14길 32 (사당동),서울특별시 동작구 사당동 272-38 ,3.3,편의점,보건행정과
휴게음식점,2015-12-22,줄리브상도점,"서울특별시 동작구 상도로22나길 31, 지상1층 (상도동)",서울특별시 동작구 상도동 193-77 ,33.5,일반조리판매,보건행정과
휴게음식점,2016-01-22,지에스25노량메가점(GS25노량메가점),"서울특별시 동작구 노량진로 140, 지상1층 103호 (노량진동)",서울특별시 동작구 노량진동 57-1 ,3,편의점,보건행정과
휴게음식점,2016-02-01,이삭토스트,"서울특별시 동작구 상도로 168, 지상1층 (상도동)",서울특별시 동작구 상도동 364-23 ,10,일반조리판매,보건행정과
휴게음식점,2016-02-29,한끼컵밥,"서울특별시 동작구 장승배기로 120, 지상1층 (노량진동)",서울특별시 동작구 노량진동 309-39 ,16.52,일반조리판매,보건행정과
휴게음식점,2016-03-14,세븐일레븐대방동길점,서울특별시 동작구 대방동길 11 (대방동),서울특별시 동작구 대방동 391-9 ,6.6,편의점,보건행정과
휴게음식점,2016-03-22,인터파크PC방,"서울특별시 동작구 상도로 372, 지상3층 (상도동, 우리은행숭실대역지점)",서울특별시 동작구 상도동 494 ,3.3,일반조리판매,보건행정과
휴게음식점,2016-03-24,달탕,"서울특별시 동작구 사당로20길 28, 지상1층 (사당동)",서울특별시 동작구 사당동 319-5 ,17.52,일반조리판매,보건행정과
휴게음식점,2016-03-25,모노몰리PC방,"서울특별시 동작구 만양로 81, 지하1층 (노량진동)",서울특별시 동작구 노량진동 120-6 ,3.3,일반조리판매,보건행정과
휴게음식점,2016-03-28,가성비,"서울특별시 동작구 사당로 2, 지상1층 (상도동)",서울특별시 동작구 상도동 501-12 ,16,일반조리판매,보건행정과
휴게음식점,2016-04-05,탑클래스 PC,"서울특별시 동작구 보라매로 105, 지상2층 (신대방동)",서울특별시 동작구 신대방동 351-5 ,6,일반조리판매,보건행정과
휴게음식점,2016-04-05,로웰PC방,"서울특별시 동작구 노량진로 184, 지하1층 (노량진동)",서울특별시 동작구 노량진동 148-5 ,6.6,일반조리판매,보건행정과
휴게음식점,2016-04-06,켄즈피씨방,"서울특별시 동작구 만양로 7, 지하1층 (상도동)",서울특별시 동작구 상도동 22-107 ,6.7,일반조리판매,보건행정과
휴게음식점,2016-04-06,팀제이피씨방,"서울특별시 동작구 흑석로 79, 지하1층 (흑석동)",서울특별시 동작구 흑석동 195-19 ,6.6,일반조리판매,보건행정과
휴게음식점,2016-04-07,매직엔PC방,"서울특별시 동작구 서달로15길 23, 지하1층 (흑석동)",서울특별시 동작구 흑석동 181-1 ,5,일반조리판매,보건행정과
휴게음식점,2016-04-07,포포PC방 노량진점,"서울특별시 동작구 만양로 105, 지하1층 (노량진동)",서울특별시 동작구 노량진동 116-2 ,16.5,일반조리판매,보건행정과
휴게음식점,2016-04-07,메인PC방,"서울특별시 동작구 성대로 23, 지상3층 (상도동)",서울특별시 동작구 상도동 250-6 ,6.6,일반조리판매,보건행정과
휴게음식점,2016-04-11,싸이버파크PC방,"서울특별시 동작구 노량진로 180, 지하1층 (노량진동)",서울특별시 동작구 노량진동 148-91 ,5,일반조리판매,보건행정과
휴게음식점,2016-04-19,신참떡볶이,"서울특별시 동작구 노량진로 4, 지상1층 X2,YA호 (대방동)",서울특별시 동작구 대방동 341-2 ,13,일반조리판매,보건행정과
휴게음식점,2016-04-20,N-TOP PC카페,"서울특별시 동작구 상도로 102, 지하1층 (상도동)",서울특별시 동작구 상도동 324-1 ,9.9,일반조리판매,보건행정과
휴게음식점,2016-04-21,세븐일레븐동작사당점,서울특별시 동작구 동작대로1길 45 (사당동),서울특별시 동작구 사당동 1044-9 ,6.6,편의점,보건행정과
휴게음식점,2016-04-26,미니스톱동작휴앤하임점,"서울특별시 동작구 상도로15길 131, B102호 (상도동)",서울특별시 동작구 상도동 363-164 ,5,편의점,보건행정과
휴게음식점,2016-05-03,흥부가반해버리고놀부가기절한닭강정,"서울특별시 동작구 국사봉길 41, 지상1층 (상도동)",서울특별시 동작구 상도동 321-30 ,33,일반조리판매,보건행정과
휴게음식점,2016-05-03,씨유신대방다오라점,서울특별시 동작구 보라매로7가길 1 (신대방동),서울특별시 동작구 신대방동 344-259 ,15,편의점,보건행정과
휴게음식점,2016-05-11,GS25상도장안점,서울특별시 동작구 상도로37길 48 (상도1동),서울특별시 동작구 상도1동 268-1 1층 ,32.26,일반조리판매,보건행정과
휴게음식점,2016-05-30,세븐일레븐사당서광점,"서울특별시 동작구 동작대로27다길 29, 지상1층 (사당동)",서울특별시 동작구 사당동 138-4 ,6.6,편의점,보건행정과
휴게음식점,2016-05-31,GS25노들제일점,서울특별시 동작구 노량진로 252 (본동),서울특별시 동작구 본동 48 ,6.6,편의점,보건행정과
휴게음식점,2016-06-07,신전떡볶이(숭실대점),"서울특별시 동작구 상도로 372-3, 지상1층 (상도동)",서울특별시 동작구 상도동 494-1 ,45,일반조리판매,보건행정과
휴게음식점,2016-06-14,부산어묵,"서울특별시 동작구 서달로14나길 21, 지상1층 (흑석동)",서울특별시 동작구 흑석동 54-136 ,12.8,일반조리판매,보건행정과
휴게음식점,2016-06-16,13호매점,"서울특별시 동작구 노들로 674, 노량진수산물도매시장 2층 매점13호 (노량진동)",서울특별시 동작구 노량진동 13-6 노량진수산물도매시장 ,7.27,일반조리판매,보건행정과
휴게음식점,2016-06-22,GS25사당극동점,"서울특별시 동작구 동작대로29길 119, 114동 상가 1층 102호 (사당동)",서울특별시 동작구 사당동 105 ,6.6,편의점,보건행정과
휴게음식점,2016-07-07,O.GUN아이스크림,"서울특별시 동작구 노들로 674, 지상2층 매점9호 (노량진동)",서울특별시 동작구 노량진동 13-6 ,5.29,아이스크림,보건행정과
휴게음식점,2016-07-21,용PC cafe 숭실대점,"서울특별시 동작구 상도로61길 40, 지상3층 (상도동)",서울특별시 동작구 상도동 504-3 ,6.6,일반조리판매,보건행정과
휴게음식점,2016-07-28,JJ PC방,"서울특별시 동작구 흑석로 112, 지하1층 (흑석동)",서울특별시 동작구 흑석동 182-5 ,5,일반조리판매,보건행정과
휴게음식점,2016-07-29,GS25동작도서관점,"서울특별시 동작구 장승배기로 96, 지상1층 (노량진동)",서울특별시 동작구 노량진동 310-99 ,6.6,편의점,보건행정과
휴게음식점,2016-07-29,오다가다,"서울특별시 동작구 동작대로35길 10, 지상1층 (사당동)",서울특별시 동작구 사당동 39-10 ,48,일반조리판매,보건행정과
휴게음식점,2016-08-26,쓰리탑(3TOP),"서울특별시 동작구 동작대로27가길 44, 지상4층 (사당동)",서울특별시 동작구 사당동 147-81 ,19.8,일반조리판매,보건행정과
휴게음식점,2016-08-31,더블유PC방,"서울특별시 동작구 상도로63길 15, 지하1층 (상도동)",서울특별시 동작구 상도동 503 ,3.3,일반조리판매,보건행정과
휴게음식점,2016-09-07,GS25사당수석점,"서울특별시 동작구 남부순환로259길 11, 지하1층 (사당동)",서울특별시 동작구 사당동 1051-41 ,6.6,편의점,보건행정과
휴게음식점,2016-09-20,310쌀국수,"서울특별시 동작구 흑석로 84, 지하4층 409호 (흑석동, 310관)",서울특별시 동작구 흑석동 221 ,123.64,일반조리판매,보건행정과
휴게음식점,2016-10-04,피플러스PC방,"서울특별시 동작구 동작대로 85, 지하1층 (사당동)",서울특별시 동작구 사당동 1007-39 ,6.3,일반조리판매,보건행정과
휴게음식점,2016-10-06,포유피시방,"서울특별시 동작구 동작대로 141, 지하1층 (사당동)",서울특별시 동작구 사당동 86-5 ,6.6,일반조리판매,보건행정과
휴게음식점,2016-10-12,이마트24 전문건설회관점,"서울특별시 동작구 보라매로5길 15, 지하1층 (신대방동)",서울특별시 동작구 신대방동 395-70 ,5,편의점,보건행정과
휴게음식점,2016-10-14,컵속애,"서울특별시 동작구 노량진로16길 28-1, 지상1층 (노량진동)",서울특별시 동작구 노량진동 89-2 ,18,일반조리판매,보건행정과
휴게음식점,2016-11-03,얌샘(김밥),"서울특별시 동작구 장승배기로11가길 11, 상도파크자이단지내상가동 102호 (상도동)",서울특별시 동작구 상도동 363-3 ,40,일반조리판매,보건행정과
